price,Наличие,Поколение,Год выпуска,Пробег,Кузов,Цвет,Двигатель,Комплектация,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Обмен,Владение,Запас хода,VIN,Госномер,Гарантия
3099000,Вналичии,150SeriesРестайлинг1,2014,136000км,внедорожник5дв.,чёрный,3.0л/173л.с./Дизель,75опций,8650₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1099000,Вналичии,II,2011,192000км,лифтбек,пурпурный,2.0л/200л.с./Бензин,Elegance,10000₽/год,роботизированная,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3600000,Вналичии,IРестайлинг2,2024,319км,внедорожник5дв.,белый,2.0л/226л.с./Бензин,Tech,16950₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1500000,Вналичии,IРестайлинг3,2019,75000км,внедорожник5дв.,коричневый,2.7л/150л.с./Бензин,1опция,5215₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
2200000,Вналичии,,2023,698км,пикапдвойнаякабина,серый,2.0л/136л.с./Дизель,Comfort,,механическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
6147000,Назаказ,IРестайлинг,2025,1км,минивэн,фиолетовый,1.5л/571л.с./Гибрид,Excellent,85650₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,184км,,,
2898000,Вналичии,II,2018,108835км,внедорожник5дв.,белый,2.5л/231л.с./Бензин,Exclusive,17325₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1570000,Вналичии,I,2020,51088км,внедорожник5дв.,белый,1.5л/143л.с./Бензин,Luxury,4970₽/год,автоматическая,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
4900000,Вналичии,,2023,10944км,внедорожник5дв.,серый,1.5л/487л.с./Гибрид,Premium,73050₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,150км,,,
1750000,Вналичии,III,2018,173163км,внедорожник5дв.,белый,1.6л/130л.с./Дизель,SE,4585₽/год,механическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3697000,Вналичии,VII(G30/G31),2017,79792км,седан,белый,2.0л/190л.с./Дизель,520dxDriveMSport,9500₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1720000,Вналичии,IРестайлинг,2023,19000км,внедорожник5дв.,серый,1.5л/147л.с./Бензин,Trek,5110₽/год,роботизированная,передний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,
3300000,Вналичии,,2014,185000км,внедорожник5дв.,чёрный,5.5л/557л.с./Бензин,GL63AMGОсобаясерия,83700₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,,,,,
2225000,Вналичии,I,2017,93357км,внедорожник5дв.,синий,2.0л/150л.с./Дизель,34опции,5215₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,Дофевраля2027
2199000,Вналичии,I,2018,114000км,внедорожник5дв.,белый,2.0л/180л.с./Бензин,Style,8950₽/год,роботизированная,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
1280000,Вналичии,I,2010,192000км,внедорожник5дв.,чёрный,2.0л/140л.с./Дизель,Track&Field,4900₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,2годаи7месяцев,,,,
4200000,Назаказ,VII(G30/G31)Рестайлинг,2021,27679км,седан,чёрный,2.0л/249л.с./Бензин,29опций,18675₽/год,автоматическая,задний,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,,,,,,
1849000,Вналичии,II(S51)Рестайлинг,2013,108000км,внедорожник5дв.,белый,3.7л/333л.с./Бензин,Sport+NAVI,49950₽/год,автоматическая,полный,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,Рассмотрюварианты,,,,,
750000,Вналичии,IVРестайлинг,2011,131732км,седан,белый,1.6л/120л.с./Бензин,Ambiente,3332₽/год,механическая,передний,Левый,Нетребуетремонта,2владельца,Оригинал,Растаможен,,7лети10месяцев,,,,
1887000,Вналичии,I,2017,209259км,внедорожник5дв.,серый,2.0л/150л.с./Дизель,32опции,5215₽/год,автоматическая,полный,Левый,Нетребуетремонта,1владелец,Оригинал,Растаможен,Рассмотрюварианты,,,,,Доянваря2027
750000,Вналичии,I(E53),2002,220000км,внедорожник5дв.,чёрный,3.0л/231л.с./Бензин,23опции,17325₽/год,автоматическая,полный,Левый,Нетребуетремонта,3илиболее,Дубликат,Растаможен,Рассмотрюварианты,,,,,
999000,Вналичии,IVРестайлинг,2007,324000км,минивэн,зелёный,3.3л/174л.с./Бензин,1опция,7830₽/год,автоматическая,передний,Левый,Нетребуетремонта,3илиболее,Оригинал,Растаможен,Рассмотрюварианты,,,,,
